销售日期	扫码销售时间	单品编码	销量(千克)	销售单价(元/千克)	销售类型	是否打折销售
2020-07-18	11:34:53.139	102900011009444	0.671 	10.00 	销售	否
2020-07-18	11:36:06.795	102900005115960	1.175 	3.00 	销售	否
2020-07-18	11:37:45.144	102900005125815	0.409 	12.00 	销售	否
2020-07-18	11:37:45.207	102900005116233	0.279 	14.00 	销售	否
2020-07-18	11:37:45.272	102900005119975	0.663 	5.00 	销售	否
2020-07-18	11:38:00.826	102900051010455	0.523 	9.00 	销售	否
2020-07-18	11:38:21.924	102900005115960	0.470 	3.00 	销售	否
2020-07-18	11:39:16.951	102900005116530	0.177 	13.10 	销售	是
2020-07-18	11:39:45.670	102900005119975	0.361 	5.00 	销售	否
2020-07-18	11:39:51.014	102900005115786	0.678 	4.00 	销售	否
2020-07-18	11:39:56.015	102900005116257	0.338 	8.00 	销售	否
2020-07-18	11:39:56.143	102900005119975	0.321 	5.00 	销售	否
2020-07-18	11:39:56.613	102900011001219	0.228 	18.00 	销售	否
2020-07-18	11:39:58.764	102900005117056	0.832 	9.20 	销售	是
2020-07-18	11:40:11.362	102900005115779	0.521 	10.00 	销售	否
2020-07-18	11:40:30.076	102900005125808	0.112 	23.30 	销售	是
2020-07-18	11:40:36.157	102900005115984	0.452 	6.00 	销售	否
2020-07-18	11:40:59.530	102900011001806	1.000 	5.30 	销售	是
2020-07-18	11:41:02.745	102900005115793	0.395 	18.00 	销售	否
2020-07-18	11:41:02.764	102900011009970	0.502 	5.40 	销售	是
2020-07-18	11:41:02.917	102900005117056	0.251 	10.00 	销售	否
2020-07-18	11:41:04.388	102900005119975	0.602 	5.00 	销售	否
2020-07-18	11:41:04.436	102900005116509	0.611 	1.80 	销售	是
2020-07-18	11:41:21.155	102900005115960	0.503 	2.70 	销售	是
2020-07-18	11:42:04.107	102900005115984	0.485 	6.00 	销售	否
2020-07-18	11:42:04.420	102900005117056	0.170 	10.00 	销售	否
2020-07-18	11:42:05.120	102900005116233	0.272 	14.00 	销售	否
2020-07-18	11:43:09.642	102900005115984	0.435 	6.00 	销售	否
2020-07-18	11:43:19.451	102900005116943	0.122 	18.00 	销售	否
2020-07-18	11:43:33.873	102900011000328	0.271 	10.00 	销售	否
2020-07-18	11:43:48.873	102900005116257	0.389 	8.00 	销售	否
2020-07-18	11:44:16.614	102900005116714	0.422 	11.50 	销售	是
2020-07-18	11:45:23.670	102900005119975	0.884 	5.00 	销售	否
2020-07-18	11:45:36.600	102900005119975	0.582 	5.00 	销售	否
2020-07-18	11:45:41.322	102900005115984	0.301 	4.60 	销售	是
2020-07-18	11:46:04.655	102900005115779	0.371 	10.00 	销售	否
2020-07-18	11:46:06.373	106956146480197	1.000 	3.50 	销售	否
2020-07-18	11:46:20.967	106956146480197	1.000 	3.50 	销售	否
2020-07-18	11:46:25.957	102900005117056	0.231 	10.00 	销售	否
2020-07-18	11:46:51.686	102900005115984	0.251 	6.00 	销售	否
2020-07-18	11:48:16.055	102900011009970	0.435 	5.10 	销售	是
2020-07-18	11:49:04.201	102900005117056	0.311 	10.00 	销售	否
2020-07-18	11:49:55.274	102900005115984	0.318 	6.00 	销售	否
2020-07-18	11:50:28.069	102900005115984	0.284 	6.00 	销售	否
2020-07-18	11:50:28.527	102900005115908	0.263 	8.00 	销售	否
2020-07-18	11:50:28.787	102900005115786	0.402 	4.00 	销售	否
2020-07-18	11:50:28.854	102900005116530	0.172 	19.80 	销售	否
2020-07-18	11:50:58.530	102900005116899	0.244 	16.00 	销售	否
2020-07-18	11:51:01.373	102900005116226	0.564 	6.50 	销售	是
2020-07-18	11:51:23.795	102900005115908	0.376 	8.00 	销售	否
2020-07-18	11:51:55.967	106956146480197	1.000 	3.50 	销售	否
2020-07-18	11:53:16.639	102900005115984	0.769 	5.00 	销售	是
2020-07-18	11:53:19.687	102900011008522	0.426 	8.00 	销售	否
2020-07-18	11:53:20.623	102900005116714	0.343 	11.70 	销售	是
2020-07-18	11:53:21.482	102900005115984	0.652 	6.00 	销售	否
2020-07-18	11:53:21.779	102900005116509	0.371 	4.60 	销售	否
2020-07-18	11:53:21.844	102900051004294	0.225 	12.00 	销售	否
2020-07-18	11:53:22.172	102900005116530	0.389 	19.80 	销售	否
2020-07-18	11:53:35.592	102900011000328	0.491 	10.00 	销售	否
2020-07-18	11:53:38.936	102900005125815	0.409 	12.00 	销售	否
2020-07-18	11:53:46.608	102900005115779	0.361 	10.00 	销售	否
2020-07-18	11:53:53.780	102900005116899	0.394 	16.00 	销售	否
2020-07-18	11:54:39.530	102900051004294	0.075 	12.00 	销售	否
2020-07-18	11:54:43.326	102900005116257	0.288 	8.00 	销售	否
2020-07-18	11:54:52.030	102900005115908	0.351 	8.00 	销售	否
2020-07-18	11:55:06.153	102900011000328	0.531 	10.00 	销售	否
2020-07-18	11:55:09.987	102900005119975	0.402 	5.00 	销售	否
2020-07-18	11:55:44.714	102900005116233	0.150 	14.00 	销售	否
2020-07-18	11:55:57.139	102900005116547	0.434 	9.00 	销售	否
2020-07-18	11:56:01.045	102900005125815	0.359 	12.00 	销售	否
2020-07-18	11:56:35.608	102900005119975	0.562 	5.00 	销售	否
2020-07-18	11:56:47.967	102900005115908	0.476 	8.00 	销售	否
2020-07-18	11:56:48.540	102900005115984	0.485 	6.00 	销售	否
2020-07-18	11:57:11.592	102900005115823	0.661 	10.00 	销售	否
2020-07-18	11:57:31.185	102900005119975	0.442 	5.00 	销售	否
2020-07-18	11:57:31.294	102900005119944	0.122 	18.00 	销售	否
2020-07-18	11:59:00.951	102900005119975	0.602 	5.00 	销售	否
2020-07-18	11:59:41.635	102900005117056	0.210 	10.00 	销售	否
2020-07-18	11:59:41.698	102900005115823	0.311 	10.00 	销售	否
2020-07-18	11:59:52.975	102900005115823	0.100 	10.00 	销售	否
2020-07-18	11:59:53.167	102900005116530	0.141 	19.80 	销售	否
2020-07-18	11:59:53.292	102900005116899	0.288 	16.00 	销售	否
2020-07-18	12:00:17.345	102900051004294	0.084 	12.00 	销售	否
2020-07-18	12:00:21.927	102900005116714	0.243 	14.00 	销售	否
2020-07-18	12:00:22.341	102900005125815	0.134 	12.00 	销售	否
2020-07-18	12:00:22.404	102900005116912	0.157 	14.00 	销售	否
2020-07-18	12:02:22.964	102900005125815	0.326 	12.00 	销售	否
2020-07-18	12:03:35.159	102900005115779	0.531 	10.00 	销售	否
2020-07-18	12:03:35.354	102900051004294	0.150 	12.00 	销售	否
2020-07-18	12:03:46.608	102900005116509	0.502 	4.60 	销售	否
2020-07-18	12:04:33.796	102900005116530	0.182 	19.80 	销售	否
2020-07-18	12:04:33.924	102900005119975	0.361 	5.00 	销售	否
2020-07-18	12:04:34.611	102900005115946	0.344 	7.00 	销售	否
2020-07-18	12:05:46.641	102900005115786	0.427 	4.00 	销售	否
2020-07-18	12:05:57.076	102900005117056	0.251 	10.00 	销售	否
2020-07-18	12:05:57.141	102900011009444	0.401 	10.00 	销售	否
2020-07-18	12:06:11.752	102900005119975	0.663 	5.00 	销售	否
2020-07-18	12:06:11.815	102900005116257	0.990 	8.00 	销售	否
2020-07-18	12:07:10.015	102900005116509	0.742 	4.60 	销售	否
2020-07-18	12:07:49.141	102900005119975	0.321 	5.00 	销售	否
2020-07-18	12:07:50.982	102900005118831	1.000 	6.90 	销售	否
2020-07-18	12:07:51.087	102900005115779	0.291 	10.00 	销售	否
2020-07-18	12:07:51.201	106956146480197	1.000 	3.50 	销售	否
2020-07-18	12:09:03.482	102900005125808	0.050 	25.80 	销售	否
2020-07-18	12:09:12.873	102900005115960	1.342 	3.00 	销售	否
2020-07-18	12:09:45.561	102900005115984	0.652 	6.00 	销售	否
2020-07-18	12:09:51.686	102900005115786	0.603 	4.00 	销售	否
2020-07-18	12:13:25.909	102900011009970	0.318 	6.00 	销售	否
2020-07-18	12:13:26.039	102900005115984	0.468 	6.00 	销售	否
2020-07-18	12:13:50.248	102900005115786	0.477 	4.00 	销售	否
2020-07-18	12:14:38.826	102900011009444	0.451 	10.00 	销售	否
2020-07-18	12:18:08.836	102900011000328	0.271 	10.00 	销售	否
2020-07-18	12:18:09.808	102900011008522	0.501 	8.00 	销售	否
2020-07-18	12:18:19.530	102900005116530	0.126 	18.40 	销售	是
2020-07-18	12:18:26.389	102900005116547	0.479 	8.30 	销售	是
2020-07-18	12:18:42.670	102900005118824	0.180 	8.50 	销售	是
2020-07-18	12:20:39.417	102900005117056	0.170 	10.00 	销售	否
2020-07-18	12:21:44.068	102900005116226	0.313 	7.20 	销售	是
2020-07-18	12:21:44.323	102900011009444	0.992 	9.00 	销售	是
2020-07-18	12:23:22.701	102900005119944	0.128 	16.80 	销售	是
2020-07-18	12:23:40.795	102900005116257	0.639 	7.40 	销售	是
2020-07-18	12:23:51.467	102900005117056	0.291 	9.30 	销售	是
2020-07-18	12:23:54.295	102900005115946	0.272 	6.50 	销售	是
2020-07-18	12:25:49.522	102900005117056	0.140 	10.00 	销售	否
2020-07-18	12:25:49.774	102900005116233	0.136 	14.00 	销售	否
2020-07-18	12:26:08.295	102900005119975	0.321 	5.00 	销售	否
2020-07-18	12:29:45.631	102900005116547	0.412 	9.00 	销售	否
2020-07-18	12:29:50.811	102900005116530	0.278 	19.80 	销售	否
2020-07-18	12:29:54.440	102900005117056	0.381 	10.00 	销售	否
2020-07-18	12:29:54.633	102900051010455	0.434 	9.00 	销售	否
2020-07-18	12:30:35.983	102900005115823	0.140 	10.00 	销售	否
2020-07-18	12:31:22.348	102900011000328	0.351 	0.90 	销售	是
2020-07-18	12:31:25.655	102900005119975	0.361 	5.00 	销售	否
2020-07-18	12:31:53.579	102900005115779	0.461 	10.00 	销售	否
2020-07-18	12:32:01.045	102900005115960	1.040 	3.00 	销售	否
2020-07-18	12:32:06.045	102900011009444	0.631 	10.00 	销售	否
2020-07-18	12:32:46.405	102900005116714	0.315 	14.00 	销售	否
2020-07-18	12:33:15.530	102900005115779	0.411 	10.00 	销售	否
2020-07-18	12:34:49.811	102900005119944	0.150 	18.00 	销售	否
2020-07-18	12:34:52.576	102900005115908	0.326 	8.00 	销售	否
2020-07-18	12:35:33.373	102900005117209	0.500 	19.80 	销售	否
2020-07-18	12:36:02.983	102900005115779	0.581 	10.00 	销售	否
2020-07-18	12:36:09.498	102900005116547	0.434 	9.00 	销售	否
2020-07-18	12:36:50.545	102900005119975	0.522 	3.60 	销售	是
2020-07-18	12:39:20.561	102900005116547	0.423 	9.00 	销售	否
2020-07-18	12:39:22.936	102900011009444	0.601 	10.00 	销售	否
2020-07-18	12:39:31.451	102900005116509	0.371 	4.20 	销售	是
2020-07-18	12:39:36.826	102900011000328	0.351 	9.10 	销售	是
2020-07-18	12:39:39.092	102900005115984	0.401 	5.50 	销售	是
2020-07-18	12:39:41.764	102900005125808	0.035 	23.80 	销售	是
2020-07-18	12:40:11.076	102900005116257	0.451 	8.00 	销售	否
2020-07-18	12:40:19.936	102900005125808	0.151 	24.50 	销售	是
2020-07-18	12:40:22.342	102900005116943	0.634 	17.10 	销售	是
2020-07-18	12:40:22.858	102900011009970	0.502 	6.00 	销售	否
2020-07-18	12:40:24.967	102900005115984	0.334 	6.00 	销售	否
2020-07-18	12:41:10.858	102900005117056	0.341 	9.20 	销售	是
2020-07-18	12:41:22.087	102900011009444	0.511 	10.00 	销售	否
2020-07-18	12:41:22.144	102900011009970	0.418 	6.00 	销售	否
2020-07-18	12:41:31.814	102900051004294	0.159 	12.00 	销售	否
2020-07-18	12:43:32.483	102900011000328	0.371 	10.00 	销售	否
2020-07-18	12:44:02.514	102900005115786	0.452 	4.00 	销售	否
2020-07-18	12:45:42.467	102900005117056	0.130 	8.40 	销售	是
2020-07-18	12:48:33.766	102900005119975	0.341 	5.00 	销售	否
2020-07-18	12:48:53.823	102900005116509	0.568 	4.60 	销售	否
2020-07-18	12:51:08.313	102900005115779	0.210 	10.00 	销售	否
2020-07-18	12:51:08.430	102900005116509	0.502 	4.60 	销售	否
2020-07-18	12:51:08.490	102900005116547	0.401 	9.00 	销售	否
2020-07-18	12:52:30.404	102900005116233	0.343 	14.00 	销售	否
2020-07-18	12:52:30.471	102900005115779	0.381 	10.00 	销售	否
2020-07-18	12:54:42.907	102900005116714	0.723 	14.00 	销售	否
2020-07-18	12:57:38.514	102900011009970	0.468 	6.00 	销售	否
2020-07-18	12:57:59.311	102900005125808	0.078 	25.80 	销售	否
2020-07-18	13:01:13.767	102900005115984	0.268 	6.00 	销售	否
2020-07-18	13:01:13.883	102900051004294	0.309 	12.00 	销售	否
2020-07-18	13:01:14.058	102900005125808	0.070 	25.80 	销售	否
2020-07-18	13:03:28.110	102900005115779	0.371 	10.00 	销售	否
2020-07-18	13:03:55.108	102900051004294	0.284 	12.00 	销售	否
2020-07-18	13:04:47.186	102900005125815	0.242 	12.00 	销售	否
2020-07-18	13:06:02.545	102900005116912	0.608 	14.00 	销售	否
2020-07-18	13:07:08.297	102900011009970	0.468 	6.00 	销售	否
2020-07-18	13:07:34.324	102900005115786	0.477 	4.00 	销售	否
2020-07-18	13:07:34.558	102900011000328	0.481 	10.00 	销售	否
2020-07-18	13:07:34.945	102900011009970	0.234 	6.00 	销售	否
2020-07-18	13:08:13.860	102900005115779	0.321 	9.80 	销售	是
2020-07-18	13:10:18.467	102900005116714	0.229 	12.60 	销售	是
2020-07-18	13:10:28.405	102900005115823	0.180 	9.00 	销售	是
2020-07-18	13:11:02.848	102900051010455	0.278 	9.00 	销售	否
2020-07-18	13:13:46.635	102900011008522	0.589 	7.30 	销售	是
2020-07-18	13:13:46.698	102900005116714	0.279 	12.80 	销售	是
2020-07-18	13:14:05.420	102900005116530	0.030 	16.80 	销售	是
2020-07-18	13:14:08.358	102900051004294	0.033 	10.20 	销售	是
2020-07-18	13:16:05.044	102900005119975	0.321 	5.00 	销售	否
2020-07-18	13:16:05.161	102900011009970	0.502 	6.00 	销售	否
2020-07-18	13:16:05.398	102900005116547	0.457 	9.00 	销售	否
2020-07-18	13:16:57.717	102900005119975	0.361 	5.00 	销售	否
2020-07-18	13:17:59.608	102900005115786	0.452 	4.00 	销售	否
2020-07-18	13:18:11.936	102900011001219	0.300 	18.00 	销售	否
2020-07-18	13:18:43.155	102900005115762	0.582 	5.00 	销售	否
2020-07-18	13:18:53.873	102900005116233	0.458 	14.00 	销售	否
2020-07-18	13:19:37.592	102900005115946	0.387 	7.00 	销售	否
2020-07-18	13:19:41.451	102900005119975	0.241 	5.00 	销售	否
2020-07-18	13:19:43.217	102900011008522	1.153 	8.00 	销售	否
2020-07-18	13:21:14.342	102900005115779	0.321 	10.00 	销售	否
2020-07-18	13:23:02.436	102900005115793	0.768 	18.00 	销售	否
2020-07-18	13:23:21.092	102900011009970	0.736 	6.00 	销售	否
2020-07-18	13:23:28.483	102900051004294	0.276 	12.00 	销售	否
2020-07-18	13:23:34.186	102900051010455	1.258 	9.00 	销售	否
2020-07-18	13:23:43.936	102900011009970	0.786 	6.00 	销售	否
2020-07-18	13:23:54.670	102900005119975	0.582 	5.00 	销售	否
2020-07-18	13:27:57.061	102900005116509	0.611 	4.60 	销售	否
2020-07-18	13:27:57.232	102900005116714	0.322 	14.00 	销售	否
2020-07-18	13:33:33.401	102900005116509	1.463 	4.60 	销售	否
2020-07-18	13:33:33.781	102900011009970	0.585 	6.00 	销售	否
2020-07-18	13:33:34.216	102900005116530	0.197 	19.80 	销售	否
2020-07-18	13:36:15.093	102900005115779	0.311 	10.00 	销售	否
2020-07-18	13:36:15.172	102900005119975	0.281 	5.00 	销售	否
2020-07-18	13:36:15.225	102900005116547	0.468 	9.00 	销售	否
2020-07-18	13:36:56.764	102900005116714	0.329 	14.00 	销售	否
2020-07-18	13:38:49.311	102900005116943	0.117 	16.50 	销售	是
2020-07-18	13:39:16.701	102900011009970	0.435 	6.00 	销售	否
2020-07-18	13:39:19.905	102900005115984	0.234 	5.50 	销售	是
2020-07-18	13:39:42.576	102900005116233	0.258 	14.00 	销售	否
2020-07-18	13:40:17.983	102900005117056	0.170 	10.00 	销售	否
2020-07-18	13:40:31.561	102900005119975	0.321 	5.00 	销售	否
2020-07-18	13:41:27.494	102900051010455	0.290 	9.00 	销售	否
2020-07-18	13:41:31.070	102900011009970	0.485 	6.00 	销售	否
2020-07-18	13:41:32.008	102900005119975	0.382 	5.00 	销售	否
2020-07-18	13:44:31.389	102900051010455	0.245 	9.00 	销售	否
2020-07-18	13:44:34.826	102900005116714	0.551 	14.00 	销售	否
2020-07-18	13:44:35.264	102900005116530	0.111 	19.80 	销售	否
2020-07-18	13:45:29.967	102900005116233	0.379 	14.00 	销售	否
2020-07-18	13:45:32.795	102900051004294	0.301 	12.00 	销售	否
2020-07-18	13:45:38.576	102900005115823	0.511 	10.00 	销售	否
2020-07-18	13:45:40.795	102900005116530	0.242 	19.80 	销售	否
2020-07-18	13:46:00.030	102900011009970	0.368 	6.00 	销售	否
2020-07-18	13:46:03.115	102900005116943	0.078 	18.00 	销售	否
2020-07-18	13:46:05.655	102900005125815	0.134 	12.00 	销售	否
2020-07-18	13:48:02.564	102900011000328	0.451 	10.00 	销售	否
2020-07-18	13:48:02.627	102900005115823	0.812 	10.00 	销售	否
2020-07-18	13:48:02.692	102900005125808	0.074 	25.80 	销售	否
2020-07-18	13:48:38.061	102900005115779	0.271 	10.00 	销售	否
2020-07-18	13:48:46.308	102900005116509	0.415 	4.60 	销售	否
2020-07-18	13:48:47.342	102900005116547	0.479 	9.00 	销售	否
2020-07-18	13:49:01.295	102900005115779	0.281 	10.00 	销售	否
2020-07-18	13:49:04.030	102900011000328	0.261 	10.00 	销售	否
2020-07-18	13:49:14.811	102900011001806	1.000 	5.90 	销售	否
2020-07-18	13:50:21.187	102900005116714	0.515 	14.00 	销售	否
2020-07-18	13:51:19.201	102900005125808	0.062 	25.80 	销售	否
2020-07-18	13:52:58.186	102900005116899	0.401 	16.00 	销售	否
2020-07-18	13:53:07.467	102900005118831	1.000 	6.90 	销售	否
2020-07-18	13:53:14.082	102900005125808	0.058 	25.80 	销售	否
2020-07-18	13:55:16.844	102900005115908	0.514 	8.00 	销售	否
2020-07-18	13:57:52.451	102900051010455	0.713 	9.00 	销售	否
2020-07-18	13:58:10.229	102900005115779	0.611 	10.00 	销售	否
2020-07-18	13:58:10.734	102900011000328	0.401 	10.00 	销售	否
2020-07-18	13:58:10.796	102900005119975	0.542 	5.00 	销售	否
2020-07-18	13:58:58.639	102900011009970	0.736 	6.00 	销售	否
2020-07-18	13:59:03.811	102900011000328	0.471 	10.00 	销售	否
2020-07-18	14:03:37.951	102900005116547	0.468 	9.00 	销售	否
2020-07-18	14:07:42.487	102900011009970	0.401 	6.00 	销售	否
2020-07-18	14:10:03.115	102900005116509	0.611 	4.60 	销售	否
2020-07-18	14:12:56.420	102900005115793	0.629 	18.00 	销售	否
2020-07-18	14:13:04.795	102900005116547	0.468 	9.00 	销售	否
2020-07-18	14:15:27.872	102900005116714	0.365 	12.90 	销售	是
2020-07-18	14:15:28.021	102900005116530	0.248 	18.30 	销售	是
2020-07-18	14:17:59.251	102900005115779	0.210 	9.40 	销售	是
2020-07-18	14:20:03.283	102900005115960	0.873 	3.00 	销售	否
2020-07-18	14:25:05.283	102900005116714	0.501 	14.00 	销售	否
2020-07-18	14:25:23.123	102900005116547	0.457 	9.00 	销售	否
2020-07-18	14:25:25.792	102900005125808	0.190 	25.80 	销售	否
2020-07-18	14:25:26.511	102900005116547	0.468 	9.00 	销售	否
2020-07-18	14:25:29.170	102900005115984	0.418 	5.60 	销售	是
2020-07-18	14:25:29.702	102900005117056	0.501 	10.00 	销售	否
2020-07-18	14:25:29.752	102900005119975	0.522 	4.70 	销售	是
2020-07-18	14:25:30.133	102900005115908	0.602 	8.00 	销售	否
2020-07-18	14:25:30.343	102900011009970	0.401 	5.60 	销售	是
2020-07-18	14:28:48.264	102900005116257	0.890 	8.00 	销售	否
2020-07-18	14:28:55.514	102900005116530	0.253 	19.80 	销售	否
2020-07-18	14:29:02.326	102900005116714	0.222 	14.00 	销售	否
2020-07-18	14:31:07.873	102900005115823	0.301 	10.00 	销售	否
2020-07-18	14:31:33.358	102900011009970	0.569 	6.00 	销售	否
2020-07-18	14:33:58.012	102900005125815	0.284 	12.00 	销售	否
2020-07-18	14:34:52.079	102900005119975	0.281 	2.50 	销售	是
2020-07-18	14:34:52.224	102900005115984	0.318 	3.00 	销售	是
2020-07-18	14:35:00.204	102900005116530	0.121 	19.80 	销售	否
2020-07-18	14:35:58.545	102900005116509	0.611 	4.30 	销售	是
2020-07-18	14:36:24.701	102900011000328	0.431 	9.30 	销售	是
2020-07-18	14:36:27.264	102900051004294	0.175 	11.20 	销售	是
2020-07-18	14:36:57.092	106956146480197	1.000 	3.30 	销售	是
2020-07-18	14:37:14.980	102900005115984	0.502 	6.00 	销售	否
2020-07-18	14:37:15.675	102900005116530	0.268 	19.80 	销售	否
2020-07-18	14:37:15.814	102900005119975	0.341 	5.00 	销售	否
2020-07-18	14:37:16.640	102900005116233	0.293 	14.00 	销售	否
2020-07-18	14:37:16.779	102900005117056	0.241 	10.00 	销售	否
2020-07-18	14:38:11.965	102900005117056	0.381 	10.00 	销售	否
2020-07-18	14:38:12.116	102900005116233	0.272 	14.00 	销售	否
2020-07-18	14:38:48.701	102900005117056	0.231 	10.00 	销售	否
2020-07-18	14:41:20.811	102900005116530	0.076 	18.70 	销售	是
2020-07-18	14:41:42.980	102900005115779	0.511 	10.00 	销售	否
2020-07-18	14:43:37.081	102900005116530	0.263 	17.10 	销售	是
2020-07-18	14:43:37.372	102900011000328	0.792 	8.60 	销售	是
2020-07-18	14:47:01.343	102900005116714	0.501 	14.00 	销售	否
2020-07-18	14:48:20.655	102900005115779	0.190 	10.00 	销售	否
2020-07-18	14:49:19.565	102900051010455	0.557 	9.00 	销售	否
2020-07-18	14:49:58.213	102900005115908	0.689 	8.00 	销售	否
2020-07-18	14:49:58.355	102900005115984	0.502 	6.00 	销售	否
2020-07-18	14:51:03.009	102900005119975	0.301 	5.00 	销售	否
2020-07-18	14:51:45.433	102900011009444	0.802 	10.00 	销售	否
2020-07-18	14:51:45.873	102900005116530	0.212 	19.80 	销售	否
2020-07-18	14:51:46.018	102900005117056	0.301 	10.00 	销售	否
2020-07-18	14:51:46.600	102900005119975	0.341 	5.00 	销售	否
2020-07-18	14:54:26.842	102900051010455	0.334 	9.00 	销售	否
2020-07-18	14:54:28.163	102900005117056	0.291 	10.00 	销售	否
2020-07-18	14:54:28.309	102900005115823	0.351 	10.00 	销售	否
2020-07-18	14:54:31.045	102900005115762	0.522 	5.00 	销售	否
2020-07-18	14:54:35.045	102900005115779	0.371 	10.00 	销售	否
2020-07-18	14:56:03.686	102900005117056	0.271 	10.00 	销售	否
2020-07-18	14:56:41.342	102900005115984	0.435 	6.00 	销售	否
2020-07-18	14:56:43.920	102900005119975	0.542 	5.00 	销售	否
2020-07-18	14:59:10.221	102900005116509	0.633 	4.60 	销售	否
2020-07-18	14:59:10.661	102900005115984	0.753 	6.00 	销售	否
2020-07-18	14:59:59.878	102900005125815	0.292 	12.00 	销售	否
2020-07-18	15:03:00.155	102900005119975	0.321 	4.70 	销售	是
2020-07-18	15:03:07.405	102900005115984	0.385 	6.00 	销售	否
2020-07-18	15:03:51.264	102900005116257	0.501 	7.50 	销售	是
2020-07-18	15:06:20.559	102900005116714	0.200 	14.00 	销售	否
2020-07-18	15:08:58.576	102900005115984	0.518 	6.00 	销售	否
2020-07-18	15:09:12.185	102900011000328	0.371 	10.00 	销售	否
2020-07-18	15:09:12.622	102900011009970	0.318 	6.00 	销售	否
2020-07-18	15:09:12.767	102900005116509	0.983 	4.60 	销售	否
2020-07-18	15:09:22.451	102900005117056	0.301 	10.00 	销售	否
2020-07-18	15:10:06.045	102900005119975	0.482 	5.00 	销售	否
2020-07-18	15:10:16.514	102900005115779	0.361 	9.20 	销售	是
2020-07-18	15:10:26.217	102900005116530	0.126 	18.10 	销售	是
2020-07-18	15:11:45.264	102900005119975	0.582 	5.00 	销售	否
2020-07-18	15:11:48.170	102900005115984	0.301 	6.00 	销售	否
2020-07-18	15:13:53.451	102900051010455	1.292 	9.00 	销售	否
2020-07-18	15:15:01.163	102900051004294	0.326 	12.00 	销售	否
2020-07-18	15:15:01.860	102900011000328	0.391 	10.00 	销售	否
2020-07-18	15:16:01.608	102900005115946	0.802 	7.00 	销售	否
2020-07-18	15:16:45.514	102900005116530	0.323 	19.80 	销售	否
2020-07-18	15:20:45.483	102900011009970	0.401 	5.00 	销售	是
2020-07-18	15:20:48.998	102900005115984	0.368 	5.00 	销售	是
2020-07-18	15:20:50.192	102900011000328	0.381 	10.00 	销售	否
2020-07-18	15:21:21.576	102900005118831	-1.000 	6.00 	退货	否
2020-07-18	15:23:42.280	102900005118831	1.000 	6.90 	销售	是
2020-07-18	15:23:51.608	102900011001806	1.000 	5.50 	销售	是
2020-07-18	15:24:06.014	102900005117056	0.220 	9.10 	销售	是
2020-07-18	15:24:12.332	102900005115908	0.689 	8.00 	销售	否
2020-07-18	15:24:12.628	102900011000328	0.210 	10.00 	销售	否
2020-07-18	15:26:45.587	102900005119975	0.984 	5.00 	销售	否
2020-07-18	15:29:24.958	102900005115908	0.326 	8.00 	销售	否
2020-07-18	15:29:25.104	102900005115823	0.441 	10.00 	销售	否
2020-07-18	15:29:41.233	102900005116547	0.457 	9.00 	销售	否
2020-07-18	15:30:00.436	102900005116547	0.457 	9.00 	销售	否
2020-07-18	15:30:07.905	102900005125815	0.367 	12.00 	销售	否
2020-07-18	15:30:26.826	102900005115908	0.602 	8.00 	销售	否
2020-07-18	15:30:37.526	102900011000328	0.451 	10.00 	销售	否
2020-07-18	15:30:38.113	102900011009970	0.736 	6.00 	销售	否
2020-07-18	15:31:02.623	102900005115908	0.363 	8.00 	销售	否
2020-07-18	15:32:31.961	102900011009970	0.452 	6.00 	销售	否
2020-07-18	15:32:32.699	102900011009970	0.351 	6.00 	销售	否
2020-07-18	15:34:17.871	102900005115908	0.376 	8.00 	销售	否
2020-07-18	15:37:27.246	102900005117056	0.261 	9.10 	销售	是
2020-07-18	15:38:16.193	102900005115984	0.268 	6.00 	销售	否
2020-07-18	15:38:18.498	102900005115823	0.321 	10.00 	销售	否
2020-07-18	15:38:54.670	102900005116530	0.101 	14.50 	销售	是
2020-07-18	15:38:56.264	102900005115984	0.452 	4.40 	销售	是
2020-07-18	15:39:14.092	102900005115984	0.234 	6.00 	销售	否
2020-07-18	15:39:47.735	102900005116547	0.479 	9.00 	销售	否
2020-07-18	15:40:35.295	102900005115984	0.385 	6.00 	销售	否
2020-07-18	15:41:09.315	102900011000328	0.341 	10.00 	销售	否
2020-07-18	15:41:09.756	102900005125815	0.292 	12.00 	销售	否
2020-07-18	15:43:26.368	102900005115984	0.401 	6.00 	销售	否
2020-07-18	15:44:25.051	102900005117056	0.140 	8.60 	销售	是
2020-07-18	15:44:25.340	102900005116257	0.627 	6.80 	销售	是
2020-07-18	15:45:02.983	102900005116714	0.379 	14.00 	销售	否
2020-07-18	15:45:07.186	102900005116530	0.333 	19.80 	销售	否
2020-07-18	15:47:18.633	102900011001219	0.451 	18.00 	销售	否
2020-07-18	15:47:48.014	102900005119975	0.462 	5.00 	销售	否
2020-07-18	15:49:17.030	102900005115984	0.217 	6.00 	销售	否
2020-07-18	15:49:34.311	102900011009444	0.551 	10.00 	销售	否
2020-07-18	15:49:50.592	102900011001219	0.228 	18.00 	销售	否
2020-07-18	15:49:54.811	102900051010455	0.379 	9.00 	销售	否
2020-07-18	15:51:31.975	102900011009970	0.819 	6.00 	销售	否
2020-07-18	15:52:20.290	102900005116257	0.489 	8.00 	销售	否
2020-07-18	15:52:20.517	102900011009970	0.435 	6.00 	销售	否
